ID, AllowPush, AdOptedIn, NumCampaignMatch, Carrier, AppVersion, AllowiBeacon, AllowGeo, AllowFeaturePush, ScreenHeight, AllowBT, HaveUniqueGlobalID, NumCrash, DailyUsage, "continent", LastUpdateDays, DeviceModel, BlockPushTF, BlockPushSameday, BlockPushAfter, OS, OSVersion, RevokePushTF, RevokePushBefore, RevokePushSameday, RevokePushAfter, SignIn, UninstalledTF, UninstalledSameday, UninstalledAfter, ScreenWidth, EmailExist, EmailAddress, InstallDays, PushCount, Timezone, UserType, Questions, CorrectQuestion
8D2ZSAMC11FINMGA, 1, 0, 0, Other, 1071256, 1, 1, 1, 480, 1, 1, 0, 1, NA, 52, iPad Air, 0, 0, 0, ios, 900, 0, 0, 0, 0, 1, 0, 0, 0, 320, 1, 1, 45, 0, -6, Paid, 1460, 56
8Z1TP2RMMNK9SOUJ, 1, 0, 0, Verizon, 1071256, 1, 1, 1, 667, 1, 1, 0, 1, NA, 57, iPhone 6, 0, 0, 0, ios, 910, 0, 0, 0, 0, 1, 0, 0, 0, 375, 1, 0, 57, 0, -6, Paid, 1736, 48
66DLMUVDV03I2O4Q, 1, 0, 0, Verizon, 1071256, 1, 1, 1, 568, 1, 1, 0, 1, NA, 57, iPhone 5s, 0, 0, 0, ios, 910, 1, 0, 0, 4, 1, 0, 0, 0, 320, 1, 1, 57, 0, -5, Paid, 2814, 51
IKONXLAH6NQYWJ6, 1, 0, 0, E-Plus, 1071256, 1, 1, 1, 667, 1, 1, 0, 1, EU, 57, Unknown iPhone8, 0, 0, 0, ios, 910, 0, 0, 0, 0, 1, 0, 0, 0, 375, 1, 0, 57, 0, 1, Paid, 1622, 50
LEAMYKVE2A53UUI5, 1, 0, 0, AirTel, 1071256, 1, 1, 1, 568, 0, 1, 0, 1, AS, 57, iPhone 5, 0, 0, 0, ios, 910, 1, 0, 0, 10, 1, 0, 0, 0, 320, 1, 1, 55, 0, 5, Paid, 978, 49
J0N1CJ52CBQJD4L6, 1, 0, 0, T-Mobile, 1071256, 1, 0, 1, 667, 0, 1, 0, 1, NA, 61, iPhone 6, 0, 0, 0, ios, 830, 1, 0, 0, 8, 1, 0, 0, 0, 375, 1, 1, 61, 0, -5, Paid, 680, 43
ANSJQ7IYRZUEXI4M, 1, 0, 0, AT&T, 1061241, 1, 1, 1, 568, 0, 1, 0, 1, NA, 61, iPhone 5s, 0, 0, 0, ios, 910, 0, 0, 0, 0, 1, 0, 0, 0, 320, 1, 1, 61, 0, -5, Paid, 7986, 49
JR9V6WUDGDAB196G, 1, 0, 15, T-Mobile, 1071256, 1, 1, 1, 736, 0, 1, 0, 1, NA, 57, iPhone 6 Plus, 0, 0, 0, ios, 840, 0, 0, 0, 0, 1, 0, 0, 0, 414, 1, 1, 57, 15, -8, Paid, 109, 35
AOYLDL5C6F3KDO63, 1, 0, 4, Verizon, 1071256, 1, 1, 1, 480, 1, 1, 0, 1, NA, 62, iPhone 4S, 0, 0, 0, ios, 910, 0, 0, 0, 0, 1, 0, 0, 0, 320, 1, 1, 62, 4, -7, Paid, 160, 53
K199ZVWHMJ9ZON38, 1, 0, 0, AT&T, 1071256, 1, 1, 1, 667, 1, 1, 0, 1, NA, 64, Unknown iPhone8, 0, 0, 0, ios, 910, 1, 0, 0, 10, 1, 0, 0, 0, 375, 1, 1, 62, 0, -6, Paid, 1460, 56
CAYCF5XS73MU24DM, 1, 0, 4, Beeline, 1071256, 1, 1, 1, 568, 0, 1, 3, 1, EU, 64, iPhone 5s, 0, 0, 0, ios, 812, 0, 0, 0, 0, 1, 0, 0, 0, 320, 1, 0, 64, 4, 3, Paid, 1267, 63
JA7EHU370OYB37FG, 1, 0, 0, Carrier, 1071256, 1, 1, 1, 736, None, 1, 0, 1, EU, 65, iPhone 6 Plus, 0, 0, 0, ios, 910, 0, 0, 0, 0, 1, 0, 0, 0, 414, 1, 0, 65, 0, 3, Paid, 969, 38
3C1BHV42G2YNC0XA, 1, 0, 0, OPTUS, 1071256, 1, 1, 1, 667, None, 1, 0, 1, OC, 65, iPhone 6, 0, 0, 0, ios, 811, 0, 0, 0, 0, 1, 0, 0, 0, 375, 1, 0, 65, 0, 11, Paid, 3843, 41
G629VP2DFSVY8V6H, 1, 0, 0, Other, 1071256, 1, 1, 1, 480, 1, 1, 0, 1, EU, 66, Unknown iPad5, 0, 0, 0, ios, 910, 1, 0, 0, 16, 1, 0, 0, 0, 320, 1, 1, 66, 0, 1, Paid, 3399, 36
HOH51T41UQHMLCMP, 1, 0, 5, AT&T, 1071256, 1, 1, 1, 667, 0, 1, 1, 1, NA, 67, iPhone 6 Plus, 0, 0, 0, ios, 910, 0, 0, 0, 0, 1, 0, 0, 0, 375, 1, 0, 67, 5, -5, Paid, 2411, 54
1V4U4TZHXZ0D28NA, 1, 0, 0, Verizon, 1071256, 1, 1, 1, 568, 0, 1, 0, 1, NA, 67, iPhone 5s, 0, 0, 0, ios, 813, 1, 0, 0, 10, 1, 0, 0, 0, 320, 1, 0, 67, 0, -5, Paid, 40, 45
F0RRT585R63UDF07, 1, 0, 0, TELIA, 1071256, 1, 1, 1, 480, None, 1, 0, 1, EU, 70, iPhone 4S, 0, 0, 0, ios, 910, 1, 0, 0, 53, 1, 0, 0, 0, 320, 1, 1, 69, 0, 1, Paid, 1642, 70
